Store,Date,IsHoliday,Temperature,gas_price,discount_promotional,discount_clearance,discount_damaged_good,discount_competitive,CPI,Unemployment
7,02/05/2010,0,10.53,2.58,NA,NA,NA,NA,189.3816974,9.014
7,02/12/2010,1,25.9,2.572,NA,NA,NA,NA,189.4642725,9.014
7,02/19/2010,0,27.28,2.55,NA,NA,NA,NA,189.5340998,9.014
7,02/26/2010,0,24.91,2.586,NA,NA,NA,NA,189.6018023,9.014
7,03/05/2010,0,35.86,2.62,NA,NA,NA,NA,189.6695049,9.014
7,03/12/2010,0,27.25,2.684,NA,NA,NA,NA,189.7372075,9.014
7,03/19/2010,0,29.04,2.692,NA,NA,NA,NA,189.734262,9.014
7,03/26/2010,0,23.33,2.717,NA,NA,NA,NA,189.7195417,9.014
7,04/02/2010,0,38.26,2.725,NA,NA,NA,NA,189.7048215,8.963
7,04/09/2010,0,33.79,2.75,NA,NA,NA,NA,189.6901012,8.963
7,04/16/2010,0,41.89,2.765,NA,NA,NA,NA,189.6628845,8.963
7,04/23/2010,0,43.07,2.776,NA,NA,NA,NA,189.6190057,8.963
7,04/30/2010,0,38.99,2.766,NA,NA,NA,NA,189.575127,8.963
7,05/07/2010,0,40.07,2.771,NA,NA,NA,NA,189.5312483,8.963
7,05/14/2010,0,41.41,2.788,NA,NA,NA,NA,189.4904116,8.963
7,05/21/2010,0,46.6,2.776,NA,NA,NA,NA,189.467827,8.963
7,05/28/2010,0,54.24,2.737,NA,NA,NA,NA,189.4452425,8.963
7,06/04/2010,0,53.63,2.7,NA,NA,NA,NA,189.422658,8.963
7,06/11/2010,0,63.59,2.684,NA,NA,NA,NA,189.4000734,8.963
7,06/18/2010,0,52.7,2.674,NA,NA,NA,NA,189.4185259,8.963
7,06/25/2010,0,59.94,2.715,NA,NA,NA,NA,189.4533931,8.963
7,07/02/2010,0,61.31,2.728,NA,NA,NA,NA,189.4882603,9.017
7,07/09/2010,0,58,2.711,NA,NA,NA,NA,189.5231276,9.017
7,07/16/2010,0,62.19,2.699,NA,NA,NA,NA,189.6125456,9.017
7,07/23/2010,0,64.64,2.691,NA,NA,NA,NA,189.774698,9.017
7,07/30/2010,0,66.07,2.69,NA,NA,NA,NA,189.9368504,9.017
7,08/06/2010,0,61.7,2.69,NA,NA,NA,NA,190.0990028,9.017
7,08/13/2010,0,60.13,2.723,NA,NA,NA,NA,190.2611552,9.017
7,08/20/2010,0,59.59,2.732,NA,NA,NA,NA,190.2948237,9.017
7,08/27/2010,0,57.57,2.731,NA,NA,NA,NA,190.3284922,9.017
7,09/03/2010,0,49.84,2.773,NA,NA,NA,NA,190.3621607,9.017
7,09/10/2010,1,48.5,2.78,NA,NA,NA,NA,190.3958293,9.017
7,09/17/2010,0,48.56,2.8,NA,NA,NA,NA,190.4688287,9.017
7,09/24/2010,0,47.55,2.793,NA,NA,NA,NA,190.5713264,9.017
7,10/01/2010,0,49.99,2.759,NA,NA,NA,NA,190.6738241,9.137
7,10/08/2010,0,44.13,2.745,NA,NA,NA,NA,190.7763218,9.137
7,10/15/2010,0,35.86,2.762,NA,NA,NA,NA,190.8623087,9.137
7,10/22/2010,0,36.84,2.762,NA,NA,NA,NA,190.9070184,9.137
7,10/29/2010,0,34.78,2.748,NA,NA,NA,NA,190.951728,9.137
7,11/05/2010,0,49.44,2.729,NA,NA,NA,NA,190.9964377,9.137
7,11/12/2010,0,22.12,2.737,NA,NA,NA,NA,191.0411474,9.137
7,11/19/2010,0,25.56,2.758,NA,NA,NA,NA,191.0312172,9.137
7,11/26/2010,1,17.95,2.742,NA,NA,NA,NA,191.0121805,9.137
7,12/03/2010,0,21.88,2.712,NA,NA,NA,NA,190.9931437,9.137
7,12/10/2010,0,24.24,2.728,NA,NA,NA,NA,190.9741069,9.137
7,12/17/2010,0,20.74,2.778,NA,NA,NA,NA,191.0303376,9.137
7,12/24/2010,0,26.04,2.781,NA,NA,NA,NA,191.1430189,9.137
7,12/31/2010,1,13.76,2.829,NA,NA,NA,NA,191.2557002,9.137
7,01/07/2011,0,10.09,2.882,NA,NA,NA,NA,191.3683815,8.818
7,01/14/2011,0,11.32,2.911,NA,NA,NA,NA,191.4784939,8.818
7,01/21/2011,0,25.4,2.973,NA,NA,NA,NA,191.5731924,8.818
7,01/28/2011,0,10.11,3.008,NA,NA,NA,NA,191.667891,8.818
7,02/04/2011,0,-2.06,3.011,NA,NA,NA,NA,191.7625895,8.818
7,02/11/2011,1,10.24,3.037,NA,NA,NA,NA,191.8572881,8.818
7,02/18/2011,0,17.3,3.051,NA,NA,NA,NA,191.9178331,8.818
7,02/25/2011,0,17.46,3.101,NA,NA,NA,NA,191.9647167,8.818
7,03/04/2011,0,21.84,3.232,NA,NA,NA,NA,192.0116004,8.818
7,03/11/2011,0,20.7,3.372,NA,NA,NA,NA,192.058484,8.818
7,03/18/2011,0,27.69,3.406,NA,NA,NA,NA,192.1237981,8.818
7,03/25/2011,0,25.69,3.414,NA,NA,NA,NA,192.1964844,8.818
7,04/01/2011,0,24.83,3.461,NA,NA,NA,NA,192.2691707,8.595
7,04/08/2011,0,30.64,3.532,NA,NA,NA,NA,192.3418571,8.595
7,04/15/2011,0,27.79,3.611,NA,NA,NA,NA,192.4225954,8.595
7,04/22/2011,0,31.84,3.636,NA,NA,NA,NA,192.5234638,8.595
7,04/29/2011,0,26.79,3.663,NA,NA,NA,NA,192.6243322,8.595
7,05/06/2011,0,26.54,3.735,NA,NA,NA,NA,192.7252006,8.595
7,05/13/2011,0,36.61,3.767,NA,NA,NA,NA,192.826069,8.595
7,05/20/2011,0,36.16,3.828,NA,NA,NA,NA,192.831317,8.595
7,05/27/2011,0,37.51,3.795,NA,NA,NA,NA,192.8365651,8.595
7,06/03/2011,0,45.77,3.763,NA,NA,NA,NA,192.8418131,8.595
7,06/10/2011,0,53.3,3.735,NA,NA,NA,NA,192.8470612,8.595
7,06/17/2011,0,48.79,3.697,NA,NA,NA,NA,192.9034759,8.595
7,06/24/2011,0,46.85,3.661,NA,NA,NA,NA,192.9982655,8.595
7,07/01/2011,0,58.54,3.597,NA,NA,NA,NA,193.0930552,8.622
7,07/08/2011,0,59.08,3.54,NA,NA,NA,NA,193.1878448,8.622
7,07/15/2011,0,54.37,3.532,NA,NA,NA,NA,193.3125484,8.622
7,07/22/2011,0,56.22,3.545,NA,NA,NA,NA,193.5120367,8.622
7,07/29/2011,0,56.66,3.547,NA,NA,NA,NA,193.711525,8.622
7,08/05/2011,0,55.91,3.554,NA,NA,NA,NA,193.9110133,8.622
7,08/12/2011,0,54.56,3.542,NA,NA,NA,NA,194.1105017,8.622
7,08/19/2011,0,56.06,3.499,NA,NA,NA,NA,194.2500634,8.622
7,08/26/2011,0,57.6,3.485,NA,NA,NA,NA,194.3796374,8.622
7,09/02/2011,0,53.4,3.511,NA,NA,NA,NA,194.5092113,8.622
7,09/09/2011,1,45.61,3.566,NA,NA,NA,NA,194.6387853,8.622
7,09/16/2011,0,43.67,3.596,NA,NA,NA,NA,194.7419707,8.622
7,09/23/2011,0,43.67,3.581,NA,NA,NA,NA,194.8099713,8.622
7,09/30/2011,0,47.34,3.538,NA,NA,NA,NA,194.8779718,8.622
7,10/07/2011,0,40.65,3.498,NA,NA,NA,NA,194.9459724,8.513
7,10/14/2011,0,32.65,3.491,NA,NA,NA,NA,195.0261012,8.513
7,10/21/2011,0,37.49,3.548,NA,NA,NA,NA,195.1789994,8.513
