Store,Date,IsHoliday,Temperature,gas_price,discount_promotional,discount_clearance,discount_damaged_good,discount_competitive,CPI,Unemployment
9,02/05/2010,0,38.01,2.572,NA,NA,NA,NA,214.6554591,6.415
9,02/12/2010,1,37.08,2.548,NA,NA,NA,NA,214.8056534,6.415
9,02/19/2010,0,43.06,2.514,NA,NA,NA,NA,214.8506185,6.415
9,02/26/2010,0,43.83,2.561,NA,NA,NA,NA,214.8780453,6.415
9,03/05/2010,0,48.43,2.625,NA,NA,NA,NA,214.9054721,6.415
9,03/12/2010,0,55.76,2.667,NA,NA,NA,NA,214.932899,6.415
9,03/19/2010,0,53.15,2.72,NA,NA,NA,NA,214.7597274,6.415
9,03/26/2010,0,51.8,2.732,NA,NA,NA,NA,214.5531227,6.415
9,04/02/2010,0,65.21,2.719,NA,NA,NA,NA,214.3465181,6.384
9,04/09/2010,0,64.95,2.77,NA,NA,NA,NA,214.1399135,6.384
9,04/16/2010,0,66.09,2.808,NA,NA,NA,NA,214.0001817,6.384
9,04/23/2010,0,61.26,2.795,NA,NA,NA,NA,213.9496138,6.384
9,04/30/2010,0,66.07,2.78,NA,NA,NA,NA,213.8990459,6.384
9,05/07/2010,0,68.58,2.835,NA,NA,NA,NA,213.848478,6.384
9,05/14/2010,0,70.53,2.854,NA,NA,NA,NA,213.8469819,6.384
9,05/21/2010,0,71.5,2.826,NA,NA,NA,NA,214.1399162,6.384
9,05/28/2010,0,77.12,2.759,NA,NA,NA,NA,214.4328505,6.384
9,06/04/2010,0,79.65,2.705,NA,NA,NA,NA,214.7257848,6.384
9,06/11/2010,0,83.75,2.668,NA,NA,NA,NA,215.0187191,6.384
9,06/18/2010,0,82.99,2.637,NA,NA,NA,NA,215.0166484,6.384
9,06/25/2010,0,85.02,2.653,NA,NA,NA,NA,214.8965756,6.384
9,07/02/2010,0,78.55,2.669,NA,NA,NA,NA,214.7765028,6.442
9,07/09/2010,0,78.51,2.642,NA,NA,NA,NA,214.6564301,6.442
9,07/16/2010,0,82.93,2.623,NA,NA,NA,NA,214.6474453,6.442
9,07/23/2010,0,84.49,2.608,NA,NA,NA,NA,214.7865779,6.442
9,07/30/2010,0,79.83,2.64,NA,NA,NA,NA,214.9257105,6.442
9,08/06/2010,0,87.09,2.627,NA,NA,NA,NA,215.064843,6.442
9,08/13/2010,0,86.85,2.692,NA,NA,NA,NA,215.2039756,6.442
9,08/20/2010,0,86.3,2.664,NA,NA,NA,NA,215.1619646,6.442
9,08/27/2010,0,84.01,2.619,NA,NA,NA,NA,215.1199536,6.442
9,09/03/2010,0,82.47,2.577,NA,NA,NA,NA,215.0779426,6.442
9,09/10/2010,1,77.7,2.565,NA,NA,NA,NA,215.0359315,6.442
9,09/17/2010,0,81.19,2.582,NA,NA,NA,NA,215.0615285,6.442
9,09/24/2010,0,77.15,2.624,NA,NA,NA,NA,215.1378313,6.442
9,10/01/2010,0,69.08,2.603,NA,NA,NA,NA,215.2141341,6.56
9,10/08/2010,0,65.35,2.633,NA,NA,NA,NA,215.290437,6.56
9,10/15/2010,0,67.36,2.72,NA,NA,NA,NA,215.3589917,6.56
9,10/22/2010,0,69.99,2.725,NA,NA,NA,NA,215.4081762,6.56
9,10/29/2010,0,64.43,2.716,NA,NA,NA,NA,215.4573607,6.56
9,11/05/2010,0,58.69,2.689,NA,NA,NA,NA,215.5065452,6.56
