Store,Date,IsHoliday,Temperature,gas_price,discount_promotional,discount_clearance,discount_damaged_good,discount_competitive,CPI,Unemployment
8,02/05/2010,0,34.14,2.572,NA,NA,NA,NA,214.4714512,6.299
8,02/12/2010,1,33.34,2.548,NA,NA,NA,NA,214.6214189,6.299
8,02/19/2010,0,39.1,2.514,NA,NA,NA,NA,214.6664878,6.299
8,02/26/2010,0,37.91,2.561,NA,NA,NA,NA,214.6940735,6.299
8,03/05/2010,0,45.64,2.625,NA,NA,NA,NA,214.7216592,6.299
8,03/12/2010,0,49.76,2.667,NA,NA,NA,NA,214.7492449,6.299
8,03/19/2010,0,47.26,2.72,NA,NA,NA,NA,214.5764954,6.299
8,03/26/2010,0,46.51,2.732,NA,NA,NA,NA,214.3703567,6.299
8,04/02/2010,0,60.18,2.719,NA,NA,NA,NA,214.164218,6.29
8,04/09/2010,0,59.25,2.77,NA,NA,NA,NA,213.9580793,6.29
8,04/16/2010,0,62.66,2.808,NA,NA,NA,NA,213.8186357,6.29
8,04/23/2010,0,56.1,2.795,NA,NA,NA,NA,213.768119,6.29
8,04/30/2010,0,61.01,2.78,NA,NA,NA,NA,213.7176024,6.29
8,05/07/2010,0,62.68,2.835,NA,NA,NA,NA,213.6670857,6.29
8,05/14/2010,0,61.35,2.854,NA,NA,NA,NA,213.6655355,6.29
8,05/21/2010,0,66.03,2.826,NA,NA,NA,NA,213.9577839,6.29
8,05/28/2010,0,74.71,2.759,NA,NA,NA,NA,214.2500323,6.29
8,06/04/2010,0,75.71,2.705,NA,NA,NA,NA,214.5422806,6.29
8,06/11/2010,0,82.21,2.668,NA,NA,NA,NA,214.834529,6.29
8,06/18/2010,0,78.79,2.637,NA,NA,NA,NA,214.8324452,6.29
8,06/25/2010,0,81.78,2.653,NA,NA,NA,NA,214.7126286,6.29
8,07/02/2010,0,74.78,2.669,NA,NA,NA,NA,214.5928119,6.315
8,07/09/2010,0,72.49,2.642,NA,NA,NA,NA,214.4729952,6.315
8,07/16/2010,0,77.49,2.623,NA,NA,NA,NA,214.4640599,6.315
8,07/23/2010,0,78.29,2.608,NA,NA,NA,NA,214.6029664,6.315
8,07/30/2010,0,76.02,2.64,NA,NA,NA,NA,214.7418728,6.315
8,08/06/2010,0,80.37,2.627,NA,NA,NA,NA,214.8807793,6.315
8,08/13/2010,0,80.11,2.692,NA,NA,NA,NA,215.0196857,6.315
8,08/20/2010,0,79.36,2.664,NA,NA,NA,NA,214.9779825,6.315
8,08/27/2010,0,74.92,2.619,NA,NA,NA,NA,214.9362793,6.315
8,09/03/2010,0,76.14,2.577,NA,NA,NA,NA,214.894576,6.315
8,09/10/2010,1,74.34,2.565,NA,NA,NA,NA,214.8528728,6.315
8,09/17/2010,0,75.32,2.582,NA,NA,NA,NA,214.8785562,6.315
