Store,Date,IsHoliday,Temperature,gas_price,discount_promotional,discount_clearance,discount_damaged_good,discount_competitive,CPI,Unemployment
4,02/05/2010,0,43.76,2.598,NA,NA,NA,NA,126.4420645,8.623
4,02/12/2010,1,28.84,2.573,NA,NA,NA,NA,126.4962581,8.623
4,02/19/2010,0,36.45,2.54,NA,NA,NA,NA,126.5262857,8.623
4,02/26/2010,0,41.36,2.59,NA,NA,NA,NA,126.5522857,8.623
4,03/05/2010,0,43.49,2.654,NA,NA,NA,NA,126.5782857,8.623
4,03/12/2010,0,49.63,2.704,NA,NA,NA,NA,126.6042857,8.623
4,03/19/2010,0,55.19,2.743,NA,NA,NA,NA,126.6066452,8.623
4,03/26/2010,0,39.91,2.752,NA,NA,NA,NA,126.6050645,8.623
4,04/02/2010,0,48.77,2.74,NA,NA,NA,NA,126.6034839,7.896
4,04/09/2010,0,54.16,2.773,NA,NA,NA,NA,126.6019032,7.896
4,04/16/2010,0,56.23,2.81,NA,NA,NA,NA,126.5621,7.896
4,04/23/2010,0,56.87,2.805,NA,NA,NA,NA,126.4713333,7.896
4,04/30/2010,0,53.04,2.787,NA,NA,NA,NA,126.3805667,7.896
4,05/07/2010,0,56.77,2.836,NA,NA,NA,NA,126.2898,7.896
4,05/14/2010,0,62.35,2.845,NA,NA,NA,NA,126.2085484,7.896
4,05/21/2010,0,67.4,2.82,NA,NA,NA,NA,126.1843871,7.896
4,05/28/2010,0,67.73,2.756,NA,NA,NA,NA,126.1602258,7.896
4,06/04/2010,0,70.83,2.701,NA,NA,NA,NA,126.1360645,7.896
4,06/11/2010,0,78.45,2.668,NA,NA,NA,NA,126.1119032,7.896
4,06/18/2010,0,81.53,2.635,NA,NA,NA,NA,126.114,7.896
4,06/25/2010,0,81.1,2.654,NA,NA,NA,NA,126.1266,7.896
4,07/02/2010,0,73.66,2.668,NA,NA,NA,NA,126.1392,7.372
4,07/09/2010,0,80.35,2.637,NA,NA,NA,NA,126.1518,7.372
4,07/16/2010,0,78.53,2.621,NA,NA,NA,NA,126.1498065,7.372
4,07/23/2010,0,79.78,2.612,NA,NA,NA,NA,126.1283548,7.372
4,07/30/2010,0,80.7,2.65,NA,NA,NA,NA,126.1069032,7.372
4,08/06/2010,0,76.53,2.64,NA,NA,NA,NA,126.0854516,7.372
4,08/13/2010,0,78.08,2.698,NA,NA,NA,NA,126.064,7.372
4,08/20/2010,0,78.83,2.671,NA,NA,NA,NA,126.0766452,7.372
4,08/27/2010,0,74.44,2.621,NA,NA,NA,NA,126.0892903,7.372
4,09/03/2010,0,76.8,2.584,NA,NA,NA,NA,126.1019355,7.372
4,09/10/2010,1,73.54,2.574,NA,NA,NA,NA,126.1145806,7.372
4,09/17/2010,0,64.91,2.594,NA,NA,NA,NA,126.1454667,7.372
4,09/24/2010,0,60.96,2.642,NA,NA,NA,NA,126.1900333,7.372
4,10/01/2010,0,63.96,2.619,NA,NA,NA,NA,126.2346,7.127
4,10/08/2010,0,67.73,2.645,NA,NA,NA,NA,126.2791667,7.127
4,10/15/2010,0,62.03,2.732,NA,NA,NA,NA,126.3266774,7.127
4,10/22/2010,0,64.17,2.736,NA,NA,NA,NA,126.3815484,7.127
4,10/29/2010,0,56.94,2.718,NA,NA,NA,NA,126.4364194,7.127
4,11/05/2010,0,51.6,2.699,NA,NA,NA,NA,126.4912903,7.127
4,11/12/2010,0,52.65,2.741,NA,NA,NA,NA,126.5461613,7.127
4,11/19/2010,0,48.05,2.78,NA,NA,NA,NA,126.6072,7.127
4,11/26/2010,1,48.08,2.752,NA,NA,NA,NA,126.6692667,7.127
4,12/03/2010,0,46.4,2.727,NA,NA,NA,NA,126.7313333,7.127
4,12/10/2010,0,42.4,2.86,NA,NA,NA,NA,126.7934,7.127
4,12/17/2010,0,46.57,2.884,NA,NA,NA,NA,126.8794839,7.127
4,12/24/2010,0,43.21,2.887,NA,NA,NA,NA,126.9835806,7.127
