Store,Date,IsHoliday,Temperature,gas_price,discount_promotional,discount_clearance,discount_damaged_good,discount_competitive,CPI,Unemployment
3,02/05/2010,0,45.71,2.572,NA,NA,NA,NA,214.4248812,7.368
3,02/12/2010,1,47.93,2.548,NA,NA,NA,NA,214.5747916,7.368
3,02/19/2010,0,47.07,2.514,NA,NA,NA,NA,214.6198868,7.368
3,02/26/2010,0,52.05,2.561,NA,NA,NA,NA,214.6475127,7.368
3,03/05/2010,0,53.04,2.625,NA,NA,NA,NA,214.6751386,7.368
3,03/12/2010,0,63.08,2.667,NA,NA,NA,NA,214.7027646,7.368
3,03/19/2010,0,60.42,2.72,NA,NA,NA,NA,214.5301219,7.368
3,03/26/2010,0,57.06,2.732,NA,NA,NA,NA,214.3241011,7.368
3,04/02/2010,0,65.56,2.719,NA,NA,NA,NA,214.1180803,7.343
3,04/09/2010,0,68,2.77,NA,NA,NA,NA,213.9120595,7.343
3,04/16/2010,0,66.98,2.808,NA,NA,NA,NA,213.7726889,7.343
3,04/23/2010,0,67.87,2.795,NA,NA,NA,NA,213.7221852,7.343
3,04/30/2010,0,70.24,2.78,NA,NA,NA,NA,213.6716815,7.343
3,05/07/2010,0,73.47,2.835,NA,NA,NA,NA,213.6211778,7.343
3,05/14/2010,0,77.18,2.854,NA,NA,NA,NA,213.6196139,7.343
3,05/21/2010,0,75.81,2.826,NA,NA,NA,NA,213.9116886,7.343
3,05/28/2010,0,78.6,2.759,NA,NA,NA,NA,214.2037634,7.343
3,06/04/2010,0,78.53,2.705,NA,NA,NA,NA,214.4958382,7.343
3,06/11/2010,0,82.1,2.668,NA,NA,NA,NA,214.787913,7.343
3,06/18/2010,0,83.52,2.637,NA,NA,NA,NA,214.7858259,7.343
3,06/25/2010,0,83.79,2.653,NA,NA,NA,NA,214.6660741,7.343
3,07/02/2010,0,82.2,2.669,NA,NA,NA,NA,214.5463222,7.346
3,07/09/2010,0,81.75,2.642,NA,NA,NA,NA,214.4265704,7.346
3,07/16/2010,0,84.32,2.623,NA,NA,NA,NA,214.4176476,7.346
3,07/23/2010,0,83.32,2.608,NA,NA,NA,NA,214.5564968,7.346
3,07/30/2010,0,82.04,2.64,NA,NA,NA,NA,214.695346,7.346
3,08/06/2010,0,85.13,2.627,NA,NA,NA,NA,214.8341952,7.346
3,08/13/2010,0,86.74,2.692,NA,NA,NA,NA,214.9730444,7.346
3,08/20/2010,0,88.02,2.664,NA,NA,NA,NA,214.9314191,7.346
3,08/27/2010,0,86.15,2.619,NA,NA,NA,NA,214.8897938,7.346
3,09/03/2010,0,84.16,2.577,NA,NA,NA,NA,214.8481685,7.346
