Store,Date,IsHoliday,Temperature,gas_price,discount_promotional,discount_clearance,discount_damaged_good,discount_competitive,CPI,Unemployment
10,02/05/2010,0,54.34,2.962,NA,NA,NA,NA,126.4420645,9.765
10,02/12/2010,1,49.96,2.828,NA,NA,NA,NA,126.4962581,9.765
10,02/19/2010,0,58.22,2.915,NA,NA,NA,NA,126.5262857,9.765
10,02/26/2010,0,52.77,2.825,NA,NA,NA,NA,126.5522857,9.765
10,03/05/2010,0,55.92,2.877,NA,NA,NA,NA,126.5782857,9.765
10,03/12/2010,0,52.33,3.034,NA,NA,NA,NA,126.6042857,9.765
10,03/19/2010,0,61.46,3.054,NA,NA,NA,NA,126.6066452,9.765
10,03/26/2010,0,60.05,2.98,NA,NA,NA,NA,126.6050645,9.765
10,04/02/2010,0,63.66,3.086,NA,NA,NA,NA,126.6034839,9.524
10,04/09/2010,0,65.29,3.004,NA,NA,NA,NA,126.6019032,9.524
10,04/16/2010,0,69.74,3.109,NA,NA,NA,NA,126.5621,9.524
10,04/23/2010,0,66.42,3.05,NA,NA,NA,NA,126.4713333,9.524
10,04/30/2010,0,69.76,3.105,NA,NA,NA,NA,126.3805667,9.524
10,05/07/2010,0,71.06,3.127,NA,NA,NA,NA,126.2898,9.524
10,05/14/2010,0,73.88,3.145,NA,NA,NA,NA,126.2085484,9.524
10,05/21/2010,0,78.32,3.12,NA,NA,NA,NA,126.1843871,9.524
10,05/28/2010,0,76.67,3.058,NA,NA,NA,NA,126.1602258,9.524
10,06/04/2010,0,82.82,2.941,NA,NA,NA,NA,126.1360645,9.524
10,06/11/2010,0,89.67,3.057,NA,NA,NA,NA,126.1119032,9.524
10,06/18/2010,0,83.49,2.935,NA,NA,NA,NA,126.114,9.524
10,06/25/2010,0,90.32,3.084,NA,NA,NA,NA,126.1266,9.524
10,07/02/2010,0,92.89,2.978,NA,NA,NA,NA,126.1392,9.199
10,07/09/2010,0,91.03,3.1,NA,NA,NA,NA,126.1518,9.199
10,07/16/2010,0,91.8,2.971,NA,NA,NA,NA,126.1498065,9.199
10,07/23/2010,0,88.44,3.112,NA,NA,NA,NA,126.1283548,9.199
10,07/30/2010,0,85.03,3.017,NA,NA,NA,NA,126.1069032,9.199
10,08/06/2010,0,86.13,3.123,NA,NA,NA,NA,126.0854516,9.199
10,08/13/2010,0,88.37,3.049,NA,NA,NA,NA,126.064,9.199
10,08/20/2010,0,89.88,3.041,NA,NA,NA,NA,126.0766452,9.199
10,08/27/2010,0,84.99,3.022,NA,NA,NA,NA,126.0892903,9.199
10,09/03/2010,0,83.8,3.087,NA,NA,NA,NA,126.1019355,9.199
10,09/10/2010,1,84.04,2.961,NA,NA,NA,NA,126.1145806,9.199
10,09/17/2010,0,85.52,3.028,NA,NA,NA,NA,126.1454667,9.199
10,09/24/2010,0,85.75,2.939,NA,NA,NA,NA,126.1900333,9.199
10,10/01/2010,0,86.01,3.001,NA,NA,NA,NA,126.2346,9.003
10,10/08/2010,0,77.04,2.924,NA,NA,NA,NA,126.2791667,9.003
10,10/15/2010,0,75.48,3.08,NA,NA,NA,NA,126.3266774,9.003
10,10/22/2010,0,68.12,3.014,NA,NA,NA,NA,126.3815484,9.003
10,10/29/2010,0,68.76,3.13,NA,NA,NA,NA,126.4364194,9.003
10,11/05/2010,0,71.04,3.009,NA,NA,NA,NA,126.4912903,9.003
10,11/12/2010,0,61.24,3.13,NA,NA,NA,NA,126.5461613,9.003
10,11/19/2010,0,58.83,3.047,NA,NA,NA,NA,126.6072,9.003
10,11/26/2010,1,55.33,3.162,NA,NA,NA,NA,126.6692667,9.003
10,12/03/2010,0,51.17,3.041,NA,NA,NA,NA,126.7313333,9.003
10,12/10/2010,0,60.51,3.091,NA,NA,NA,NA,126.7934,9.003
10,12/17/2010,0,59.15,3.125,NA,NA,NA,NA,126.8794839,9.003
10,12/24/2010,0,57.06,3.236,NA,NA,NA,NA,126.9835806,9.003
10,12/31/2010,1,49.67,3.148,NA,NA,NA,NA,127.0876774,9.003
10,01/07/2011,0,43.43,3.287,NA,NA,NA,NA,127.1917742,8.744
10,01/14/2011,0,49.98,3.312,NA,NA,NA,NA,127.3009355,8.744
10,01/21/2011,0,56.75,3.336,NA,NA,NA,NA,127.4404839,8.744
10,01/28/2011,0,53.03,3.231,NA,NA,NA,NA,127.5800323,8.744
10,02/04/2011,0,44.88,3.348,NA,NA,NA,NA,127.7195806,8.744
10,02/11/2011,1,51.51,3.381,NA,NA,NA,NA,127.859129,8.744
10,02/18/2011,0,61.77,3.43,NA,NA,NA,NA,127.99525,8.744
10,02/25/2011,0,53.59,3.398,NA,NA,NA,NA,128.13,8.744
10,03/04/2011,0,56.96,3.674,NA,NA,NA,NA,128.26475,8.744
10,03/11/2011,0,64.22,3.63,NA,NA,NA,NA,128.3995,8.744
10,03/18/2011,0,70.12,3.892,NA,NA,NA,NA,128.5121935,8.744
10,03/25/2011,0,62.53,3.716,NA,NA,NA,NA,128.6160645,8.744
10,04/01/2011,0,67.64,3.772,NA,NA,NA,NA,128.7199355,8.494
10,04/08/2011,0,73.03,3.818,NA,NA,NA,NA,128.8238065,8.494
10,04/15/2011,0,61.05,4.089,NA,NA,NA,NA,128.9107333,8.494
10,04/22/2011,0,75.93,3.917,NA,NA,NA,NA,128.9553,8.494
10,04/29/2011,0,73.38,4.151,NA,NA,NA,NA,128.9998667,8.494
10,05/06/2011,0,73.56,4.193,NA,NA,NA,NA,129.0444333,8.494
10,05/13/2011,0,74.04,4.202,NA,NA,NA,NA,129.089,8.494
10,05/20/2011,0,72.62,3.99,NA,NA,NA,NA,129.0756774,8.494
10,05/27/2011,0,78.62,3.933,NA,NA,NA,NA,129.0623548,8.494
10,06/03/2011,0,81.87,3.893,NA,NA,NA,NA,129.0490323,8.494
10,06/10/2011,0,84.57,3.981,NA,NA,NA,NA,129.0357097,8.494
10,06/17/2011,0,87.96,3.935,NA,NA,NA,NA,129.0432,8.494
10,06/24/2011,0,90.69,3.807,NA,NA,NA,NA,129.0663,8.494
10,07/01/2011,0,95.36,3.842,NA,NA,NA,NA,129.0894,8.257
10,07/08/2011,0,88.57,3.793,NA,NA,NA,NA,129.1125,8.257
10,07/15/2011,0,86.01,3.779,NA,NA,NA,NA,129.1338387,8.257
10,07/22/2011,0,88.59,3.697,NA,NA,NA,NA,129.1507742,8.257
10,07/29/2011,0,86.75,3.694,NA,NA,NA,NA,129.1677097,8.257
10,08/05/2011,0,89.8,3.803,NA,NA,NA,NA,129.1846452,8.257
10,08/12/2011,0,85.61,3.794,NA,NA,NA,NA,129.2015806,8.257
10,08/19/2011,0,87.4,3.743,NA,NA,NA,NA,129.2405806,8.257
10,08/26/2011,0,91.59,3.663,NA,NA,NA,NA,129.2832581,8.257
10,09/02/2011,0,91.61,3.798,NA,NA,NA,NA,129.3259355,8.257
10,09/09/2011,1,89.06,3.771,NA,NA,NA,NA,129.3686129,8.257
10,09/16/2011,0,77.49,3.784,NA,NA,NA,NA,129.4306,8.257
10,09/23/2011,0,82.51,3.789,NA,NA,NA,NA,129.5183333,8.257
10,09/30/2011,0,82.27,3.877,NA,NA,NA,NA,129.6060667,8.257
10,10/07/2011,0,75.01,3.827,NA,NA,NA,NA,129.6938,7.874
10,10/14/2011,0,70.27,3.698,NA,NA,NA,NA,129.7706452,7.874
