Store,Date,IsHoliday,Temperature,gas_price,discount_promotional,discount_clearance,discount_damaged_good,discount_competitive,CPI,Unemployment
6,02/05/2010,0,40.43,2.572,NA,NA,NA,NA,212.6223518,7.259
6,02/12/2010,1,40.57,2.548,NA,NA,NA,NA,212.7700425,7.259
6,02/19/2010,0,43.58,2.514,NA,NA,NA,NA,212.8161546,7.259
6,02/26/2010,0,47.1,2.561,NA,NA,NA,NA,212.845337,7.259
6,03/05/2010,0,49.63,2.625,NA,NA,NA,NA,212.8745193,7.259
6,03/12/2010,0,58.82,2.667,NA,NA,NA,NA,212.9037017,7.259
6,03/19/2010,0,56.55,2.72,NA,NA,NA,NA,212.7351935,7.259
6,03/26/2010,0,53.74,2.732,NA,NA,NA,NA,212.533737,7.259
6,04/02/2010,0,64.94,2.719,NA,NA,NA,NA,212.3322805,7.092
6,04/09/2010,0,66.15,2.77,NA,NA,NA,NA,212.1308239,7.092
6,04/16/2010,0,65.68,2.808,NA,NA,NA,NA,211.9942765,7.092
6,04/23/2010,0,64.11,2.795,NA,NA,NA,NA,211.9442745,7.092
6,04/30/2010,0,68.91,2.78,NA,NA,NA,NA,211.8942725,7.092
6,05/07/2010,0,73.68,2.835,NA,NA,NA,NA,211.8442706,7.092
6,05/14/2010,0,74.95,2.854,NA,NA,NA,NA,211.8421769,7.092
6,05/21/2010,0,74.8,2.826,NA,NA,NA,NA,212.1275324,7.092
6,05/28/2010,0,78.89,2.759,NA,NA,NA,NA,212.412888,7.092
6,06/04/2010,0,79.44,2.705,NA,NA,NA,NA,212.6982436,7.092
6,06/11/2010,0,81.81,2.668,NA,NA,NA,NA,212.9835992,7.092
6,06/18/2010,0,83.89,2.637,NA,NA,NA,NA,212.9813843,7.092
6,06/25/2010,0,84.2,2.653,NA,NA,NA,NA,212.8641412,7.092
6,07/02/2010,0,80.34,2.669,NA,NA,NA,NA,212.746898,6.973
6,07/09/2010,0,80.93,2.642,NA,NA,NA,NA,212.6296549,6.973
6,07/16/2010,0,83.75,2.623,NA,NA,NA,NA,212.6212163,6.973
6,07/23/2010,0,83.9,2.608,NA,NA,NA,NA,212.7578505,6.973
6,07/30/2010,0,81.37,2.64,NA,NA,NA,NA,212.8944846,6.973
6,08/06/2010,0,86.61,2.627,NA,NA,NA,NA,213.0311188,6.973
6,08/13/2010,0,86.83,2.692,NA,NA,NA,NA,213.1677529,6.973
6,08/20/2010,0,87.36,2.664,NA,NA,NA,NA,213.1291427,6.973
6,08/27/2010,0,85.71,2.619,NA,NA,NA,NA,213.0905324,6.973
6,09/03/2010,0,82.15,2.577,NA,NA,NA,NA,213.0519222,6.973
6,09/10/2010,1,78.78,2.565,NA,NA,NA,NA,213.013312,6.973
6,09/17/2010,0,81.78,2.582,NA,NA,NA,NA,213.0398643,6.973
6,09/24/2010,0,76.49,2.624,NA,NA,NA,NA,213.1152886,6.973
6,10/01/2010,0,70.69,2.603,NA,NA,NA,NA,213.1907129,7.007
6,10/08/2010,0,65.21,2.633,NA,NA,NA,NA,213.2661373,7.007
6,10/15/2010,0,68.93,2.72,NA,NA,NA,NA,213.3337977,7.007
6,10/22/2010,0,70.97,2.725,NA,NA,NA,NA,213.3820486,7.007
6,10/29/2010,0,70.39,2.716,NA,NA,NA,NA,213.4302994,7.007
6,11/05/2010,0,59.9,2.689,NA,NA,NA,NA,213.4785503,7.007
6,11/12/2010,0,62.11,2.728,NA,NA,NA,NA,213.5268011,7.007
6,11/19/2010,0,52.99,2.771,NA,NA,NA,NA,213.4107412,7.007
6,11/26/2010,1,65.79,2.735,NA,NA,NA,NA,213.2672961,7.007
6,12/03/2010,0,52.3,2.708,NA,NA,NA,NA,213.123851,7.007
6,12/10/2010,0,48.46,2.843,NA,NA,NA,NA,212.9804059,7.007
6,12/17/2010,0,52.24,2.869,NA,NA,NA,NA,212.918049,7.007
6,12/24/2010,0,55.07,2.886,NA,NA,NA,NA,212.9165082,7.007
6,12/31/2010,1,49.14,2.943,NA,NA,NA,NA,212.9149674,7.007
6,01/07/2011,0,47.78,2.976,NA,NA,NA,NA,212.9134266,6.858
6,01/14/2011,0,38.37,2.983,NA,NA,NA,NA,212.9655882,6.858
6,01/21/2011,0,46.2,3.016,NA,NA,NA,NA,213.3399647,6.858
6,01/28/2011,0,44.98,3.01,NA,NA,NA,NA,213.7143412,6.858
6,02/04/2011,0,40.59,2.989,NA,NA,NA,NA,214.0887176,6.858
6,02/11/2011,1,39.38,3.022,NA,NA,NA,NA,214.4630941,6.858
6,02/18/2011,0,59.61,3.045,NA,NA,NA,NA,214.7775231,6.858
6,02/25/2011,0,62.86,3.065,NA,NA,NA,NA,215.0679731,6.858
6,03/04/2011,0,60.45,3.288,NA,NA,NA,NA,215.3584231,6.858
6,03/11/2011,0,57.71,3.459,NA,NA,NA,NA,215.6488731,6.858
6,03/18/2011,0,65.07,3.488,NA,NA,NA,NA,215.9035078,6.858
6,03/25/2011,0,70.83,3.473,NA,NA,NA,NA,216.1438163,6.858
6,04/01/2011,0,62.25,3.524,NA,NA,NA,NA,216.3841249,6.855
6,04/08/2011,0,70.35,3.622,NA,NA,NA,NA,216.6244334,6.855
6,04/15/2011,0,73.17,3.743,NA,NA,NA,NA,216.8446627,6.855
6,04/22/2011,0,74.24,3.807,NA,NA,NA,NA,217.0146941,6.855
6,04/29/2011,0,75.27,3.81,NA,NA,NA,NA,217.1847255,6.855
6,05/06/2011,0,65.42,3.906,NA,NA,NA,NA,217.3547569,6.855
6,05/13/2011,0,76.95,3.899,NA,NA,NA,NA,217.5247882,6.855
6,05/20/2011,0,72.01,3.907,NA,NA,NA,NA,217.2896095,6.855
6,05/27/2011,0,80.83,3.786,NA,NA,NA,NA,217.0544307,6.855
6,06/03/2011,0,84.01,3.699,NA,NA,NA,NA,216.819252,6.855
6,06/10/2011,0,84.49,3.648,NA,NA,NA,NA,216.5840732,6.855
6,06/17/2011,0,87.08,3.637,NA,NA,NA,NA,216.5371616,6.855
6,06/24/2011,0,85.51,3.594,NA,NA,NA,NA,216.6314502,6.855
6,07/01/2011,0,87,3.524,NA,NA,NA,NA,216.7257388,6.925
6,07/08/2011,0,88.36,3.48,NA,NA,NA,NA,216.8200275,6.925
6,07/15/2011,0,88.93,3.575,NA,NA,NA,NA,216.9044732,6.925
6,07/22/2011,0,88.06,3.651,NA,NA,NA,NA,216.964312,6.925
6,07/29/2011,0,90.22,3.682,NA,NA,NA,NA,217.0241507,6.925
6,08/05/2011,0,91.46,3.684,NA,NA,NA,NA,217.0839894,6.925
6,08/12/2011,0,90.49,3.638,NA,NA,NA,NA,217.1438281,6.925
6,08/19/2011,0,89.26,3.554,NA,NA,NA,NA,217.2069662,6.925
6,08/26/2011,0,90.07,3.523,NA,NA,NA,NA,217.2706543,6.925
6,09/02/2011,0,91.22,3.533,NA,NA,NA,NA,217.3343423,6.925
6,09/09/2011,1,80.21,3.546,NA,NA,NA,NA,217.3980304,6.925
6,09/16/2011,0,84.94,3.526,NA,NA,NA,NA,217.5797506,6.925
6,09/23/2011,0,78.49,3.467,NA,NA,NA,NA,217.9188471,6.925
6,09/30/2011,0,82.51,3.355,NA,NA,NA,NA,218.2579435,6.925
6,10/07/2011,0,74.1,3.285,NA,NA,NA,NA,218.59704,6.551
6,10/14/2011,0,71.24,3.274,NA,NA,NA,NA,218.9109844,6.551
6,10/21/2011,0,68.53,3.353,NA,NA,NA,NA,219.0740167,6.551
6,10/28/2011,0,69.51,3.372,NA,NA,NA,NA,219.237049,6.551
6,11/04/2011,0,58.54,3.332,NA,NA,NA,NA,219.4000812,6.551
6,11/11/2011,0,61.33,3.297,12590.41,2173.66,123.2,3108.55,219.5631135,6.551
6,11/18/2011,0,63.89,3.308,4649.8,304.36,205.38,687.88,219.7897137,6.551
6,11/25/2011,1,62.78,3.236,429.03,171.88,83192.81,15,220.0417412,6.551
6,12/02/2011,0,51.18,3.172,6264.18,74.94,2885.14,3904.82,220.2937686,6.551
6,12/09/2011,0,43.64,3.158,5473.33,42,282.45,4436.51,220.5457961,6.551
6,12/16/2011,0,53.27,3.159,7070.01,27,603.98,508.56,220.7671856,6.551
6,12/23/2011,0,49.45,3.112,2143.54,55.54,1417.2,23.41,220.9477245,6.551
6,12/30/2011,1,46.8,3.129,6098.54,82881.16,326.68,814.58,221.1282634,6.551
6,01/06/2012,0,50.82,3.157,3220.17,32056.43,108.24,985.76,221.3088023,6.132
6,01/13/2012,0,48.33,3.261,4779.48,11967.81,65.72,575.13,221.4893412,6.132
6,01/20/2012,0,55.37,3.268,3413.91,1540.99,33.02,449.06,221.5831306,6.132
6,01/27/2012,0,53.95,3.29,1510.59,630.92,37.1,17,221.6769199,6.132
